Source: Wittgenstein Centre for Demography and Global Human Capital (2015). Wittgenstein Centre Data Explorer Version 1.2.
Available at: www.wittgensteincentre.org/dataexplorer 
Note: Your selection includes at least one country with limited base year data on educational attainment. Please consult the FAQ for more information
""
"Educational Attainment Distribution by Broad Age"
"De facto population by level of educational attainment in a country or region, classified by sex and by broad age groups. Available in all scenarios and at all geographical scales. Figures are expressed as a percentage. "
"Medium (SSP2)"
" "
"Area","Year","Education","Distribution"
"Norway",2020,"No Education",0
"Poland",1990,"No Education",0.03
"Poland",1995,"No Education",0.02
"Poland",2000,"No Education",0.02
"Poland",2005,"No Education",0.01
"Poland",2010,"No Education",0.01
"Poland",2015,"No Education",0
"Poland",2020,"No Education",0
"Portugal",1990,"No Education",0.12
"Portugal",1995,"No Education",0.1
"Portugal",2000,"No Education",0.08
"Portugal",2005,"No Education",0.06
"Portugal",2010,"No Education",0.05
"Portugal",2015,"No Education",0.04
"Portugal",2020,"No Education",0.03
"Romania",1990,"No Education",0.05
"Romania",1995,"No Education",0.04
"Romania",2000,"No Education",0.03
"Romania",2005,"No Education",0.03
"Romania",2010,"No Education",0.02
"Romania",2015,"No Education",0.01
"Romania",2020,"No Education",0.01
"Russian Federation",1990,"No Education",0.01
"Russian Federation",1995,"No Education",0
"Russian Federation",2000,"No Education",0
"Russian Federation",2005,"No Education",0
"Russian Federation",2010,"No Education",0
"Russian Federation",2015,"No Education",0
"Russian Federation",2020,"No Education",0
"Serbia",1990,"No Education",0.05
"Serbia",1995,"No Education",0.04
"Serbia",2000,"No Education",0.03
"Serbia",2005,"No Education",0.02
"Serbia",2010,"No Education",0.01
"Serbia",2015,"No Education",0.01
"Serbia",2020,"No Education",0.01
"Slovakia",1990,"No Education",0
"Slovakia",1995,"No Education",0
"Slovakia",2000,"No Education",0
"Slovakia",2005,"No Education",0
"Slovakia",2010,"No Education",0
"Slovakia",2015,"No Education",0
"Slovakia",2020,"No Education",0
"Slovenia",1990,"No Education",0.01
"Slovenia",1995,"No Education",0.01
"Slovenia",2000,"No Education",0.01
"Slovenia",2005,"No Education",0
"Slovenia",2010,"No Education",0
"Slovenia",2015,"No Education",0
"Slovenia",2020,"No Education",0
"Spain",1990,"No Education",0.03
"Spain",1995,"No Education",0.03
"Spain",2000,"No Education",0.02
"Spain",2005,"No Education",0.02
"Spain",2010,"No Education",0.01
"Spain",2015,"No Education",0.01
"Spain",2020,"No Education",0.01
"Sweden",1990,"No Education",0
"Sweden",1995,"No Education",0
"Sweden",2000,"No Education",0
"Sweden",2005,"No Education",0
"Sweden",2010,"No Education",0
"Sweden",2015,"No Education",0
"Sweden",2020,"No Education",0
"Switzerland",1990,"No Education",0
"Switzerland",1995,"No Education",0
"Switzerland",2000,"No Education",0
"Switzerland",2005,"No Education",0
"Switzerland",2010,"No Education",0
"Switzerland",2015,"No Education",0
"Switzerland",2020,"No Education",0
"Ukraine",1990,"No Education",0.01
"Ukraine",1995,"No Education",0
"Ukraine",2000,"No Education",0
"Ukraine",2005,"No Education",0
"Ukraine",2010,"No Education",0
"Ukraine",2015,"No Education",0
"Ukraine",2020,"No Education",0
"The former Yugoslav Republic of Macedonia",1990,"No Education",0.07
"The former Yugoslav Republic of Macedonia",1995,"No Education",0.06
"The former Yugoslav Republic of Macedonia",2000,"No Education",0.05
"The former Yugoslav Republic of Macedonia",2005,"No Education",0.04
"The former Yugoslav Republic of Macedonia",2010,"No Education",0.03
"The former Yugoslav Republic of Macedonia",2015,"No Education",0.02
"The former Yugoslav Republic of Macedonia",2020,"No Education",0.02
"United Kingdom of Great Britain and Northern Ireland",1990,"No Education",0.01
"United Kingdom of Great Britain and Northern Ireland",1995,"No Education",0.01
"United Kingdom of Great Britain and Northern Ireland",2000,"No Education",0.01
"United Kingdom of Great Britain and Northern Ireland",2005,"No Education",0.01
"United Kingdom of Great Britain and Northern Ireland",2010,"No Education",0.01
"United Kingdom of Great Britain and Northern Ireland",2015,"No Education",0.01
"United Kingdom of Great Britain and Northern Ireland",2020,"No Education",0.01
"Channel Islands",1990,"No Education",NA
"Channel Islands",1995,"No Education",NA
"Channel Islands",2000,"No Education",NA
"Channel Islands",2005,"No Education",NA
"Channel Islands",2010,"No Education",0.01
"Channel Islands",2015,"No Education",0
"Channel Islands",2020,"No Education",0
"Europe",1990,"No Education",0.02
"Europe",1995,"No Education",0.02
"Europe",2000,"No Education",0.01
"Europe",2005,"No Education",0.01
"Europe",2010,"No Education",0.01
"Europe",2015,"No Education",0.01
"Europe",2020,"No Education",0.01
"Albania",1990,"Incomplete Primary",0.01
"Albania",1995,"Incomplete Primary",0.01
"Albania",2000,"Incomplete Primary",0.01
"Albania",2005,"Incomplete Primary",0
"Albania",2010,"Incomplete Primary",0
"Albania",2015,"Incomplete Primary",0
"Albania",2020,"Incomplete Primary",0
"Austria",1990,"Incomplete Primary",0
"Austria",1995,"Incomplete Primary",0
"Austria",2000,"Incomplete Primary",0
"Austria",2005,"Incomplete Primary",0
"Austria",2010,"Incomplete Primary",0
"Austria",2015,"Incomplete Primary",0
"Austria",2020,"Incomplete Primary",0
"Belgium",1990,"Incomplete Primary",0
"Belgium",1995,"Incomplete Primary",0
"Belgium",2000,"Incomplete Primary",0
"Belgium",2005,"Incomplete Primary",0
"Belgium",2010,"Incomplete Primary",0
"Belgium",2015,"Incomplete Primary",0
"Belgium",2020,"Incomplete Primary",0
"Bosnia and Herzegovina",1990,"Incomplete Primary",0.05
"Bosnia and Herzegovina",1995,"Incomplete Primary",0.05
"Bosnia and Herzegovina",2000,"Incomplete Primary",0.04
"Bosnia and Herzegovina",2005,"Incomplete Primary",0.04
"Bosnia and Herzegovina",2010,"Incomplete Primary",0.03
"Bosnia and Herzegovina",2015,"Incomplete Primary",0.03
"Bosnia and Herzegovina",2020,"Incomplete Primary",0.02
"Bulgaria",1990,"Incomplete Primary",0.02
"Bulgaria",1995,"Incomplete Primary",0.01
"Bulgaria",2000,"Incomplete Primary",0.01
"Bulgaria",2005,"Incomplete Primary",0.01
"Bulgaria",2010,"Incomplete Primary",0.01
"Bulgaria",2015,"Incomplete Primary",0
"Bulgaria",2020,"Incomplete Primary",0
"Belarus",1990,"Incomplete Primary",0.01
"Belarus",1995,"Incomplete Primary",0.01
"Belarus",2000,"Incomplete Primary",0.01
"Belarus",2005,"Incomplete Primary",0
"Belarus",2010,"Incomplete Primary",0
"Belarus",2015,"Incomplete Primary",0
"Belarus",2020,"Incomplete Primary",0
"Croatia",1990,"Incomplete Primary",0.05
"Croatia",1995,"Incomplete Primary",0.05
"Croatia",2000,"Incomplete Primary",0.04
"Croatia",2005,"Incomplete Primary",0.03
"Croatia",2010,"Incomplete Primary",0.02
"Croatia",2015,"Incomplete Primary",0.02
"Croatia",2020,"Incomplete Primary",0.01
"Czech Republic",1990,"Incomplete Primary",0
"Czech Republic",1995,"Incomplete Primary",0
"Czech Republic",2000,"Incomplete Primary",0
"Czech Republic",2005,"Incomplete Primary",0
"Czech Republic",2010,"Incomplete Primary",0
"Czech Republic",2015,"Incomplete Primary",0
"Czech Republic",2020,"Incomplete Primary",0
"Denmark",1990,"Incomplete Primary",0
"Denmark",1995,"Incomplete Primary",0
"Denmark",2000,"Incomplete Primary",0
"Denmark",2005,"Incomplete Primary",0
"Denmark",2010,"Incomplete Primary",0
"Denmark",2015,"Incomplete Primary",0
"Denmark",2020,"Incomplete Primary",0
"Estonia",1990,"Incomplete Primary",0.01
"Estonia",1995,"Incomplete Primary",0.01
"Estonia",2000,"Incomplete Primary",0
"Estonia",2005,"Incomplete Primary",0
"Estonia",2010,"Incomplete Primary",0
"Estonia",2015,"Incomplete Primary",0
"Estonia",2020,"Incomplete Primary",0
"Finland",1990,"Incomplete Primary",0
"Finland",1995,"Incomplete Primary",0
"Finland",2000,"Incomplete Primary",0
"Finland",2005,"Incomplete Primary",0
"Finland",2010,"Incomplete Primary",0
"Finland",2015,"Incomplete Primary",0
"Finland",2020,"Incomplete Primary",0
"France",1990,"Incomplete Primary",0
"France",1995,"Incomplete Primary",0
"France",2000,"Incomplete Primary",0
"France",2005,"Incomplete Primary",0
"France",2010,"Incomplete Primary",0
"France",2015,"Incomplete Primary",0
"France",2020,"Incomplete Primary",0
"Germany",1990,"Incomplete Primary",0
"Germany",1995,"Incomplete Primary",0
"Germany",2000,"Incomplete Primary",0
"Germany",2005,"Incomplete Primary",0
"Germany",2010,"Incomplete Primary",0
"Germany",2015,"Incomplete Primary",0
"Germany",2020,"Incomplete Primary",0
"Greece",1990,"Incomplete Primary",0.08
"Greece",1995,"Incomplete Primary",0.07
"Greece",2000,"Incomplete Primary",0.06
"Greece",2005,"Incomplete Primary",0.05
"Greece",2010,"Incomplete Primary",0.04
"Greece",2015,"Incomplete Primary",0.03
"Greece",2020,"Incomplete Primary",0.02
"Hungary",1990,"Incomplete Primary",0.01
"Hungary",1995,"Incomplete Primary",0.01
"Hungary",2000,"Incomplete Primary",0.01
"Hungary",2005,"Incomplete Primary",0
"Hungary",2010,"Incomplete Primary",0
"Hungary",2015,"Incomplete Primary",0
"Hungary",2020,"Incomplete Primary",0
"Iceland",1990,"Incomplete Primary",0
"Iceland",1995,"Incomplete Primary",0
"Iceland",2000,"Incomplete Primary",0
"Iceland",2005,"Incomplete Primary",0
"Iceland",2010,"Incomplete Primary",0
"Iceland",2015,"Incomplete Primary",0
"Iceland",2020,"Incomplete Primary",0
"Ireland",1990,"Incomplete Primary",0
"Ireland",1995,"Incomplete Primary",0
"Ireland",2000,"Incomplete Primary",0
"Ireland",2005,"Incomplete Primary",0
"Ireland",2010,"Incomplete Primary",0
"Ireland",2015,"Incomplete Primary",0
"Ireland",2020,"Incomplete Primary",0
"Italy",1990,"Incomplete Primary",0.07
"Italy",1995,"Incomplete Primary",0.06
"Italy",2000,"Incomplete Primary",0.05
"Italy",2005,"Incomplete Primary",0.04
"Italy",2010,"Incomplete Primary",0.03
"Italy",2015,"Incomplete Primary",0.02
"Italy",2020,"Incomplete Primary",0.02
"Latvia",1990,"Incomplete Primary",0.01
"Latvia",1995,"Incomplete Primary",0
"Latvia",2000,"Incomplete Primary",0
"Latvia",2005,"Incomplete Primary",0
"Latvia",2010,"Incomplete Primary",0
"Latvia",2015,"Incomplete Primary",0
"Latvia",2020,"Incomplete Primary",0
"Lithuania",1990,"Incomplete Primary",0.04
"Lithuania",1995,"Incomplete Primary",0.03
"Lithuania",2000,"Incomplete Primary",0.02
"Lithuania",2005,"Incomplete Primary",0.01
"Lithuania",2010,"Incomplete Primary",0.01
"Lithuania",2015,"Incomplete Primary",0.01
"Lithuania",2020,"Incomplete Primary",0
"Luxembourg",1990,"Incomplete Primary",0
"Luxembourg",1995,"Incomplete Primary",0
"Luxembourg",2000,"Incomplete Primary",0
"Luxembourg",2005,"Incomplete Primary",0
"Luxembourg",2010,"Incomplete Primary",0
"Luxembourg",2015,"Incomplete Primary",0
"Luxembourg",2020,"Incomplete Primary",0
"Malta",1990,"Incomplete Primary",0.1
"Malta",1995,"Incomplete Primary",0.08
"Malta",2000,"Incomplete Primary",0.06
"Malta",2005,"Incomplete Primary",0.05
"Malta",2010,"Incomplete Primary",0.04
"Malta",2015,"Incomplete Primary",0.03
"Malta",2020,"Incomplete Primary",0.02
"Republic of Moldova",1990,"Incomplete Primary",0.05
"Republic of Moldova",1995,"Incomplete Primary",0.04
"Republic of Moldova",2000,"Incomplete Primary",0.03
"Republic of Moldova",2005,"Incomplete Primary",0.02
"Republic of Moldova",2010,"Incomplete Primary",0.01
"Republic of Moldova",2015,"Incomplete Primary",0.01
"Republic of Moldova",2020,"Incomplete Primary",0.01
"Montenegro",1990,"Incomplete Primary",0.02
"Montenegro",1995,"Incomplete Primary",0.02
"Montenegro",2000,"Incomplete Primary",0.01
"Montenegro",2005,"Incomplete Primary",0.01
"Montenegro",2010,"Incomplete Primary",0.01
"Montenegro",2015,"Incomplete Primary",0.01
"Montenegro",2020,"Incomplete Primary",0
"Netherlands",1990,"Incomplete Primary",0
"Netherlands",1995,"Incomplete Primary",0
"Netherlands",2000,"Incomplete Primary",0
"Netherlands",2005,"Incomplete Primary",0
"Netherlands",2010,"Incomplete Primary",0
"Netherlands",2015,"Incomplete Primary",0
"Netherlands",2020,"Incomplete Primary",0
"Norway",1990,"Incomplete Primary",0
"Norway",1995,"Incomplete Primary",0
"Norway",2000,"Incomplete Primary",0
"Norway",2005,"Incomplete Primary",0
"Norway",2010,"Incomplete Primary",0
"Norway",2015,"Incomplete Primary",0
"Norway",2020,"Incomplete Primary",0
"Poland",1990,"Incomplete Primary",0.01
"Poland",1995,"Incomplete Primary",0.01
"Poland",2000,"Incomplete Primary",0.01
"Poland",2005,"Incomplete Primary",0.01
"Poland",2010,"Incomplete Primary",0
"Poland",2015,"Incomplete Primary",0
"Poland",2020,"Incomplete Primary",0
"Portugal",1990,"Incomplete Primary",0.35
"Portugal",1995,"Incomplete Primary",0.33
"Portugal",2000,"Incomplete Primary",0.32
"Portugal",2005,"Incomplete Primary",0.28
"Portugal",2010,"Incomplete Primary",0.25
"Portugal",2015,"Incomplete Primary",0.23
"Portugal",2020,"Incomplete Primary",0.2
"Romania",1990,"Incomplete Primary",0.02
"Romania",1995,"Incomplete Primary",0.02
"Romania",2000,"Incomplete Primary",0.01
"Romania",2005,"Incomplete Primary",0.01
"Romania",2010,"Incomplete Primary",0.01
"Romania",2015,"Incomplete Primary",0.01
"Romania",2020,"Incomplete Primary",0.01
"Russian Federation",1990,"Incomplete Primary",0.01
"Russian Federation",1995,"Incomplete Primary",0
"Russian Federation",2000,"Incomplete Primary",0
"Russian Federation",2005,"Incomplete Primary",0
"Russian Federation",2010,"Incomplete Primary",0
"Russian Federation",2015,"Incomplete Primary",0
"Russian Federation",2020,"Incomplete Primary",0
"Serbia",1990,"Incomplete Primary",0.05
"Serbia",1995,"Incomplete Primary",0.04
"Serbia",2000,"Incomplete Primary",0.03
"Serbia",2005,"Incomplete Primary",0.02
"Serbia",2010,"Incomplete Primary",0.02
"Serbia",2015,"Incomplete Primary",0.01
"Serbia",2020,"Incomplete Primary",0.01
"Slovakia",1990,"Incomplete Primary",0
"Slovakia",1995,"Incomplete Primary",0
"Slovakia",2000,"Incomplete Primary",0
"Slovakia",2005,"Incomplete Primary",0
"Slovakia",2010,"Incomplete Primary",0
"Slovakia",2015,"Incomplete Primary",0
"Slovakia",2020,"Incomplete Primary",0
"Slovenia",1990,"Incomplete Primary",0.02
"Slovenia",1995,"Incomplete Primary",0.02
"Slovenia",2000,"Incomplete Primary",0.01
"Slovenia",2005,"Incomplete Primary",0.01
"Slovenia",2010,"Incomplete Primary",0.01
"Slovenia",2015,"Incomplete Primary",0.01
"Slovenia",2020,"Incomplete Primary",0
"Spain",1990,"Incomplete Primary",0.17
"Spain",1995,"Incomplete Primary",0.13
"Spain",2000,"Incomplete Primary",0.11
"Spain",2005,"Incomplete Primary",0.09
"Spain",2010,"Incomplete Primary",0.07
"Spain",2015,"Incomplete Primary",0.06
"Spain",2020,"Incomplete Primary",0.04
"Sweden",1990,"Incomplete Primary",0
"Sweden",1995,"Incomplete Primary",0
"Sweden",2000,"Incomplete Primary",0
"Sweden",2005,"Incomplete Primary",0
"Sweden",2010,"Incomplete Primary",0
"Sweden",2015,"Incomplete Primary",0
"Sweden",2020,"Incomplete Primary",0
"Switzerland",1990,"Incomplete Primary",0
"Switzerland",1995,"Incomplete Primary",0
"Switzerland",2000,"Incomplete Primary",0
"Switzerland",2005,"Incomplete Primary",0
"Switzerland",2010,"Incomplete Primary",0
"Switzerland",2015,"Incomplete Primary",0
"Switzerland",2020,"Incomplete Primary",0
"Ukraine",1990,"Incomplete Primary",0.04
"Ukraine",1995,"Incomplete Primary",0.03
"Ukraine",2000,"Incomplete Primary",0.02
"Ukraine",2005,"Incomplete Primary",0.01
"Ukraine",2010,"Incomplete Primary",0.01
"Ukraine",2015,"Incomplete Primary",0
"Ukraine",2020,"Incomplete Primary",0
"The former Yugoslav Republic of Macedonia",1990,"Incomplete Primary",0.16
"The former Yugoslav Republic of Macedonia",1995,"Incomplete Primary",0.15
"The former Yugoslav Republic of Macedonia",2000,"Incomplete Primary",0.13
"The former Yugoslav Republic of Macedonia",2005,"Incomplete Primary",0.11
"The former Yugoslav Republic of Macedonia",2010,"Incomplete Primary",0.09
"The former Yugoslav Republic of Macedonia",2015,"Incomplete Primary",0.07
"The former Yugoslav Republic of Macedonia",2020,"Incomplete Primary",0.06
"United Kingdom of Great Britain and Northern Ireland",1990,"Incomplete Primary",0
"United Kingdom of Great Britain and Northern Ireland",1995,"Incomplete Primary",0
"United Kingdom of Great Britain and Northern Ireland",2000,"Incomplete Primary",0
"United Kingdom of Great Britain and Northern Ireland",2005,"Incomplete Primary",0
"United Kingdom of Great Britain and Northern Ireland",2010,"Incomplete Primary",0
"United Kingdom of Great Britain and Northern Ireland",2015,"Incomplete Primary",0
"United Kingdom of Great Britain and Northern Ireland",2020,"Incomplete Primary",0
"Channel Islands",1990,"Incomplete Primary",NA
"Channel Islands",1995,"Incomplete Primary",NA
"Channel Islands",2000,"Incomplete Primary",NA
"Channel Islands",2005,"Incomplete Primary",NA
"Channel Islands",2010,"Incomplete Primary",0
"Channel Islands",2015,"Incomplete Primary",0
"Channel Islands",2020,"Incomplete Primary",0
"Europe",1990,"Incomplete Primary",0.03
"Europe",1995,"Incomplete Primary",0.02
"Europe",2000,"Incomplete Primary",0.02
"Europe",2005,"Incomplete Primary",0.02
"Europe",2010,"Incomplete Primary",0.01
"Europe",2015,"Incomplete Primary",0.01
"Europe",2020,"Incomplete Primary",0.01
"Albania",1990,"Primary",0.09
"Albania",1995,"Primary",0.08
"Albania",2000,"Primary",0.08
"Albania",2005,"Primary",0.07
"Albania",2010,"Primary",0.06
"Albania",2015,"Primary",0.05
"Albania",2020,"Primary",0.04
"Austria",1990,"Primary",0.05
"Austria",1995,"Primary",0.04
"Austria",2000,"Primary",0.04
"Austria",2005,"Primary",0.04
"Austria",2010,"Primary",0.04
"Austria",2015,"Primary",0.03
"Austria",2020,"Primary",0.03
"Belgium",1990,"Primary",0.19
"Belgium",1995,"Primary",0.17
"Belgium",2000,"Primary",0.14
"Belgium",2005,"Primary",0.12
"Belgium",2010,"Primary",0.09
"Belgium",2015,"Primary",0.08
"Belgium",2020,"Primary",0.06
"Bosnia and Herzegovina",1990,"Primary",0.12
"Bosnia and Herzegovina",1995,"Primary",0.11
"Bosnia and Herzegovina",2000,"Primary",0.11
"Bosnia and Herzegovina",2005,"Primary",0.1
"Bosnia and Herzegovina",2010,"Primary",0.09
"Bosnia and Herzegovina",2015,"Primary",0.08
"Bosnia and Herzegovina",2020,"Primary",0.07
"Bulgaria",1990,"Primary",0.11
"Bulgaria",1995,"Primary",0.09
"Bulgaria",2000,"Primary",0.07
"Bulgaria",2005,"Primary",0.06
"Bulgaria",2010,"Primary",0.05
"Bulgaria",2015,"Primary",0.04
"Bulgaria",2020,"Primary",0.03
"Belarus",1990,"Primary",0.17
"Belarus",1995,"Primary",0.14
"Belarus",2000,"Primary",0.11
"Belarus",2005,"Primary",0.08
"Belarus",2010,"Primary",0.06
"Belarus",2015,"Primary",0.04
"Belarus",2020,"Primary",0.02
"Croatia",1990,"Primary",0.13
"Croatia",1995,"Primary",0.11
"Croatia",2000,"Primary",0.09
"Croatia",2005,"Primary",0.08
"Croatia",2010,"Primary",0.06
"Croatia",2015,"Primary",0.05
"Croatia",2020,"Primary",0.04
"Czech Republic",1990,"Primary",0.01
"Czech Republic",1995,"Primary",0
"Czech Republic",2000,"Primary",0
"Czech Republic",2005,"Primary",0
"Czech Republic",2010,"Primary",0
"Czech Republic",2015,"Primary",0
"Czech Republic",2020,"Primary",0
"Denmark",1990,"Primary",0
"Denmark",1995,"Primary",0
"Denmark",2000,"Primary",0
"Denmark",2005,"Primary",0
"Denmark",2010,"Primary",0
"Denmark",2015,"Primary",0
"Denmark",2020,"Primary",0
"Estonia",1990,"Primary",0.14
"Estonia",1995,"Primary",0.11
"Estonia",2000,"Primary",0.09
"Estonia",2005,"Primary",0.07
"Estonia",2010,"Primary",0.05
"Estonia",2015,"Primary",0.04
"Estonia",2020,"Primary",0.03
"Finland",1990,"Primary",0
"Finland",1995,"Primary",0
"Finland",2000,"Primary",0
"Finland",2005,"Primary",0
"Finland",2010,"Primary",0.01
"Finland",2015,"Primary",0.01
"Finland",2020,"Primary",0.01
"France",1990,"Primary",0.32
"France",1995,"Primary",0.29
"France",2000,"Primary",0.25
"France",2005,"Primary",0.22
"France",2010,"Primary",0.19
"France",2015,"Primary",0.16
"France",2020,"Primary",0.14
"Germany",1990,"Primary",0.05
"Germany",1995,"Primary",0.05
"Germany",2000,"Primary",0.05
"Germany",2005,"Primary",0.05
"Germany",2010,"Primary",0.04
"Germany",2015,"Primary",0.04
"Germany",2020,"Primary",0.03
"Greece",1990,"Primary",0.29
"Greece",1995,"Primary",0.28
"Greece",2000,"Primary",0.26
"Greece",2005,"Primary",0.24
"Greece",2010,"Primary",0.21
"Greece",2015,"Primary",0.19
"Greece",2020,"Primary",0.17
"Hungary",1990,"Primary",0.16
"Hungary",1995,"Primary",0.11
"Hungary",2000,"Primary",0.08
"Hungary",2005,"Primary",0.06
"Hungary",2010,"Primary",0.04
"Hungary",2015,"Primary",0.03
"Hungary",2020,"Primary",0.02
"Iceland",1990,"Primary",0.34
"Iceland",1995,"Primary",0.32
"Iceland",2000,"Primary",0.3
"Iceland",2005,"Primary",0.29
"Iceland",2010,"Primary",0.28
"Iceland",2015,"Primary",0.26
"Iceland",2020,"Primary",0.24
"Ireland",1990,"Primary",0.22
"Ireland",1995,"Primary",0.19
"Ireland",2000,"Primary",0.16
"Ireland",2005,"Primary",0.13
"Ireland",2010,"Primary",0.1
"Ireland",2015,"Primary",0.09
"Ireland",2020,"Primary",0.07
"Italy",1990,"Primary",0.25
"Italy",1995,"Primary",0.23
"Italy",2000,"Primary",0.21
"Italy",2005,"Primary",0.18
"Italy",2010,"Primary",0.15
"Italy",2015,"Primary",0.13
"Italy",2020,"Primary",0.11
"Latvia",1990,"Primary",0.1
"Latvia",1995,"Primary",0.08
"Latvia",2000,"Primary",0.06
"Latvia",2005,"Primary",0.05
"Latvia",2010,"Primary",0.04
"Latvia",2015,"Primary",0.03
"Latvia",2020,"Primary",0.02
"Lithuania",1990,"Primary",0.17
"Lithuania",1995,"Primary",0.14
"Lithuania",2000,"Primary",0.12
"Lithuania",2005,"Primary",0.1
"Lithuania",2010,"Primary",0.08
"Lithuania",2015,"Primary",0.05
"Lithuania",2020,"Primary",0.04
"Luxembourg",1990,"Primary",0.27
"Luxembourg",1995,"Primary",0.23
"Luxembourg",2000,"Primary",0.2
"Luxembourg",2005,"Primary",0.18
"Luxembourg",2010,"Primary",0.15
"Luxembourg",2015,"Primary",0.13
"Luxembourg",2020,"Primary",0.12
"Malta",1990,"Primary",0.27
"Malta",1995,"Primary",0.26
"Malta",2000,"Primary",0.23
"Malta",2005,"Primary",0.21
"Malta",2010,"Primary",0.19
"Malta",2015,"Primary",0.16
"Malta",2020,"Primary",0.13
"Republic of Moldova",1990,"Primary",0.14
"Republic of Moldova",1995,"Primary",0.12
"Republic of Moldova",2000,"Primary",0.1
"Republic of Moldova",2005,"Primary",0.09
"Republic of Moldova",2010,"Primary",0.06
"Republic of Moldova",2015,"Primary",0.05
"Republic of Moldova",2020,"Primary",0.03
"Montenegro",1990,"Primary",0.1
"Montenegro",1995,"Primary",0.09
"Montenegro",2000,"Primary",0.08
"Montenegro",2005,"Primary",0.07
"Montenegro",2010,"Primary",0.06
"Montenegro",2015,"Primary",0.04
"Montenegro",2020,"Primary",0.04
"Netherlands",1990,"Primary",0.16
"Netherlands",1995,"Primary",0.13
"Netherlands",2000,"Primary",0.12
"Netherlands",2005,"Primary",0.1
"Netherlands",2010,"Primary",0.08
"Netherlands",2015,"Primary",0.07
"Netherlands",2020,"Primary",0.06
"Norway",1990,"Primary",0.02
"Norway",1995,"Primary",0.02
"Norway",2000,"Primary",0.02
"Norway",2005,"Primary",0.02
"Norway",2010,"Primary",0.02
"Norway",2015,"Primary",0.01
"Norway",2020,"Primary",0.01
"Poland",1990,"Primary",0
"Poland",1995,"Primary",0
"Poland",2000,"Primary",0
"Poland",2005,"Primary",0
"Poland",2010,"Primary",0
"Poland",2015,"Primary",0
"Poland",2020,"Primary",0
"Portugal",1990,"Primary",0.1
"Portugal",1995,"Primary",0.11
"Portugal",2000,"Primary",0.12
"Portugal",2005,"Primary",0.09
"Portugal",2010,"Primary",0.09
"Portugal",2015,"Primary",0.12
"Portugal",2020,"Primary",0.12
"Romania",1990,"Primary",0.15
"Romania",1995,"Primary",0.13
"Romania",2000,"Primary",0.11
"Romania",2005,"Primary",0.09
"Romania",2010,"Primary",0.08
"Romania",2015,"Primary",0.06
"Romania",2020,"Primary",0.05
"Russian Federation",1990,"Primary",0.12
"Russian Federation",1995,"Primary",0.09
"Russian Federation",2000,"Primary",0.06
"Russian Federation",2005,"Primary",0.04
"Russian Federation",2010,"Primary",0.03
"Russian Federation",2015,"Primary",0.02
"Russian Federation",2020,"Primary",0.01
"Serbia",1990,"Primary",0.15
"Serbia",1995,"Primary",0.13
"Serbia",2000,"Primary",0.11
"Serbia",2005,"Primary",0.1
"Serbia",2010,"Primary",0.08
"Serbia",2015,"Primary",0.06
"Serbia",2020,"Primary",0.04
"Slovakia",1990,"Primary",0
"Slovakia",1995,"Primary",0
"Slovakia",2000,"Primary",0
"Slovakia",2005,"Primary",0
"Slovakia",2010,"Primary",0
"Slovakia",2015,"Primary",0
"Slovakia",2020,"Primary",0
"Slovenia",1990,"Primary",0.04
"Slovenia",1995,"Primary",0.03
"Slovenia",2000,"Primary",0.02
"Slovenia",2005,"Primary",0.02
"Slovenia",2010,"Primary",0.02
"Slovenia",2015,"Primary",0.01
"Slovenia",2020,"Primary",0.01
"Spain",1990,"Primary",0.25
"Spain",1995,"Primary",0.2
"Spain",2000,"Primary",0.21
"Spain",2005,"Primary",0.17
"Spain",2010,"Primary",0.15
"Spain",2015,"Primary",0.14
"Spain",2020,"Primary",0.12
"Sweden",1990,"Primary",0.24
"Sweden",1995,"Primary",0.19
"Sweden",2000,"Primary",0.15
"Sweden",2005,"Primary",0.12
"Sweden",2010,"Primary",0.09
"Sweden",2015,"Primary",0.07
"Sweden",2020,"Primary",0.05
"Switzerland",1990,"Primary",0.05
"Switzerland",1995,"Primary",0.04
"Switzerland",2000,"Primary",0.04
"Switzerland",2005,"Primary",0.03
"Switzerland",2010,"Primary",0.03
"Switzerland",2015,"Primary",0.03
"Switzerland",2020,"Primary",0.02
"Ukraine",1990,"Primary",0.13
"Ukraine",1995,"Primary",0.11
"Ukraine",2000,"Primary",0.08
"Ukraine",2005,"Primary",0.06
"Ukraine",2010,"Primary",0.04
"Ukraine",2015,"Primary",0.02
"Ukraine",2020,"Primary",0.01
"The former Yugoslav Republic of Macedonia",1990,"Primary",0.09
"The former Yugoslav Republic of Macedonia",1995,"Primary",0.09
"The former Yugoslav Republic of Macedonia",2000,"Primary",0.08
"The former Yugoslav Republic of Macedonia",2005,"Primary",0.07
"The former Yugoslav Republic of Macedonia",2010,"Primary",0.07
"The former Yugoslav Republic of Macedonia",2015,"Primary",0.06
"The former Yugoslav Republic of Macedonia",2020,"Primary",0.05
"United Kingdom of Great Britain and Northern Ireland",1990,"Primary",0.36
"United Kingdom of Great Britain and Northern Ireland",1995,"Primary",0.31
"United Kingdom of Great Britain and Northern Ireland",2000,"Primary",0.28
"United Kingdom of Great Britain and Northern Ireland",2005,"Primary",0.24
"United Kingdom of Great Britain and Northern Ireland",2010,"Primary",0.21
"United Kingdom of Great Britain and Northern Ireland",2015,"Primary",0.18
